year;month;day;Rm_minus_Rf;SMB;HML;IML;WML;Risk_free
2013;2;25;-0.002996587;-0.001172551;0.005885679;0.000186019;0.001212462;0.000269265
2013;2;26;0.002635006;-0.003451069;0.00094226;-0.003771305;-0.003412831;0.000270748
2013;2;27;0.000500221;0.000869219;0.005632886;-0.003518365;-0.001599343;0.000270006
2013;2;28;0.008381063;0.0002441;0.003213217;0.007478174;0.004163648;0.000270006
2013;3;1;-0.002186835;-0.005111378;-0.013509377;0.000794419;0.012131531;0.000269265
2013;3;4;-0.006401836;0.00061;0.004828203;0.000438733;-0.007325874;0.000269265
2013;3;5;-0.002346186;-0.000613439;-0.009949414;0.002610368;0.014493447;0.000270006
2013;3;6;0.026634231;-0.006833326;0.012890404;-0.010301965;-0.01345278;0.000270006
2013;3;7;0.004615495;0.002878753;0.017636577;-0.001285908;-0.03619726;0.000269265
2013;3;8;-0.000809552;0.000396594;-0.002283636;0.003770476;0.007643669;0.000269635
2013;3;11;0.002882024;0.004842063;0.002359554;-3.20271E-05;0.004062488;0.000269265
2013;3;12;-0.007449433;0.007735237;-0.000216774;0.008627621;-0.000873912;0.000269635
2013;3;13;-0.008801581;-0.000123027;-0.010532743;0.005747416;0.011583782;0.000270377
2013;3;14;0.002547707;-0.005340006;-0.006530688;0.003835006;0.010909741;0.000270006
2013;3;15;-0.007311771;-0.002484069;-0.00169682;0.003114303;-0.00550922;0.000270006
2013;3;18;0.001062485;0.000299701;0.003068218;-0.001751914;0.000652386;0.000269635
2013;3;19;-0.007762634;-0.00065942;-0.012850484;0.003032233;0.011732153;0.000269265
2013;3;20;-0.002004609;-0.004887254;-0.00410398;6.78096E-05;0.015149534;0.000269265
2013;3;21;-0.007773808;0.004161246;-0.001063034;-0.000268371;0.004580189;0.000269635
2013;3;22;-0.004275014;-0.008530661;-0.00128915;-0.004233892;0.012149715;0.000269265
2013;3;25;-0.006781402;0.001189143;-0.008166268;0.003706907;0.010791067;0.000269635
2013;3;26;0.010635463;-0.007985096;0.009718779;-0.00715514;-0.014749888;0.000269265
2013;3;27;0.004705928;-0.006630521;-0.004554378;-0.004787505;0.00632833;0.000268894
2013;3;28;0.008209207;-0.003467441;-0.004285439;0.002727277;0.004580679;0.000269265
2013;4;1;-0.007010717;0.000565064;0.004977244;0.001168182;-0.009703392;0.000270006
2013;4;2;-0.010372439;0.003050733;-0.018189844;0.00885879;0.013813038;0.000270377
2013;4;3;0.005701837;-0.003308193;0.009334608;-0.007965486;-0.007707937;0.000271489
2013;4;4;-0.013776447;0.005986547;0.005443339;0.002859875;-0.000840524;0.000271119
2013;4;5;0.002634786;0.003411311;0.0098773;-0.00381609;-0.00627094;0.000271119
2013;4;8;-0.001357878;0.004536331;-0.00085199;0.000967065;0.004988005;0.00027186
2013;4;9;0.015205349;-0.009825273;-0.002292139;-0.004723799;-0.005313723;0.000272972
2013;4;10;0.005574218;0.007573322;0.00360183;0.006043802;-0.005972947;0.000273342
2013;4;11;-0.009599695;0.008328462;-0.005137616;0.011961487;0.003671421;0.000274454
2013;4;12;-0.0078076;0.001996276;-0.003449292;0.001069513;-0.002231292;0.000280006
2013;4;15;-0.030846454;-0.001213357;-0.016334599;0.004117802;0.007055044;0.000282595
2013;4;16;0.020543046;-0.009211836;0.00229395;-0.008716355;0.000707051;0.000284073
2013;4;17;-0.014135323;-0.007700654;-0.020037983;-0.002217931;0.016816564;0.000284442
2013;4;18;0.002376472;0.000361308;0.004841378;0.002113914;0.002444549;0.000278526
2013;4;19;0.01197387;0.003913795;0.001608483;0.001762165;-0.001598383;0.000278896
2013;4;22;0.001915326;-0.001890978;0.005077542;0.000798914;-0.005442995;0.000278526
2013;4;23;0.014226606;-0.011598888;-0.003695749;-0.005392156;0.003201335;0.000278156
2013;4;24;-0.002198798;0.006757024;-0.003959805;0.000420291;0.003251639;0.000277786
2013;4;25;-0.002944263;-0.006706209;0.000203174;-0.001260205;-0.003171424;0.000278526
2013;4;26;-0.014662146;0.008814897;-0.005934971;-0.001577912;-0.00296288;0.000278156
2013;4;29;0.008117205;0.002120287;0.003760657;0.000239607;-0.010956205;0.000278156
2013;4;30;0.02581908;-0.011776975;-0.002829317;-0.00860928;0.001195576;0.000277786
2013;5;2;-0.008058995;0.003891697;-0.008041934;0.009795393;0.012286388;0.000278156
2013;5;3;0.004666183;0.001005658;-0.004738647;0.000819346;0.002715259;0.000277416
2013;5;6;-0.000173851;-0.005581484;-0.005096576;0.000460065;0.003476999;0.000279266
2013;5;7;0.01241657;-0.007314227;0.004863365;-0.006759363;-0.004812138;0.000279636
2013;5;8;-0.002391828;0.001209159;-0.001188461;0.002242513;0.002910712;0.000280006
2013;5;9;0.001559853;-0.004234932;-0.004268162;-0.000781541;0.010415947;0.000281485
2013;5;10;-0.004113242;0.000347991;-0.004715782;0.000597168;0.001417889;0.000281855
2013;5;13;-0.01112177;-0.008118179;-0.005270406;-0.003427444;0.006604691;0.000282225
2013;5;14;0.00557159;0.000565944;-0.008376855;-0.001670227;-0.01013146;0.000283334
2013;5;15;0.003466116;0.000697331;-0.00675412;-0.001715689;-0.002970019;0.000283703
2013;5;16;-0.003823519;-0.009187842;0.005162301;-0.004887973;-0.004341566;0.000284812
2013;5;17;0.007964442;0.005963477;0.004867638;0.003609303;-0.009019222;0.000285181
2013;5;20;0.008510471;-0.00937032;-0.002438039;-0.009233366;-0.001963882;0.000286289
2013;5;21;0.005331807;0.00372345;0.008564261;0.000671261;-0.008725137;0.000286659
2013;5;22;-0.000125823;-0.000600447;0.003202593;0.000717962;-0.001554713;0.000287397
2013;5;23;-0.004963417;0.001612964;0.009002892;-0.00057917;-0.003135364;0.000287766
2013;5;24;-0.000762322;0.015696261;0.004949727;0.011093925;-0.001648376;0.000288505
2013;5;27;-0.002159328;0.001943141;0.004819914;-5.01132E-05;-0.000288169;0.000289612
2013;5;28;0.001582307;-0.00627074;-0.00878894;-0.002183198;0.009438186;0.000289612
2013;5;29;-0.017868554;0.003312347;-0.008853043;0.007460542;0.021550577;0.000289243
2013;5;31;-0.008808866;-0.017584514;-0.014614175;-0.00701057;0.006036349;0.000295143
2013;6;3;-0.000500427;0.002293759;0.013344632;-0.00106885;-0.019839378;0.000296248
2013;6;4;-0.003258158;-0.005278082;0.000539078;-0.007210027;-0.002767929;0.000296617
2013;6;5;-0.019407379;0.003288057;-0.007839372;0.008050567;0.000935744;0.000297353
2013;6;6;0.001701228;0.008114235;0.00456653;0.00803865;-0.004170965;0.00029809
2013;6;7;-0.014789463;-0.016227845;-0.012539062;-0.006565092;0.017323975;0.000298458
2013;6;10;-0.004189493;-0.00389422;-0.007901581;0.000331363;-0.001583776;0.000299563
2013;6;11;-0.025067775;-0.001791043;-0.014931582;-0.001494262;0.007794539;0.000300299
2013;6;12;-0.009621868;-0.00430082;-0.001870993;-7.16243E-05;-0.000114614;0.000301035
2013;6;13;0.011969665;0.003838708;0.020318264;-0.011925012;-0.02265102;0.000301403
2013;6;14;-0.013509504;0.010482676;-0.002928188;0.006965579;0.006742024;0.00030177
2013;6;17;0.003570052;-0.026785795;-0.01946664;-0.009393747;0.012786707;0.000303242
2013;6;18;0.000204108;-0.017555671;0.004766969;-0.009228652;-0.020711895;0.000304345
2013;6;19;-0.021926846;-0.00383075;-0.018219765;0.000176957;0.010300871;0.00030508
2013;6;20;-0.005084107;-0.010871568;0.004650575;-0.008946118;-0.023560639;0.000306917
2013;6;21;-0.01493929;-0.002090149;-0.01590992;0.007971838;0.03244517;0.000307652
2013;6;24;-0.022730507;-0.000832558;-0.005915543;-0.000961144;0.00752957;0.000307652
2013;6;25;0.012710142;0.014554221;0.015913278;-0.000281155;-0.013514124;0.000308387
2013;6;26;0.007333654;0.013243213;0.003591201;0.010839723;0.001869039;0.000308754
2013;6;27;0.014695781;-0.009119582;-0.002896601;-0.008118052;0.007834774;0.000308754
2013;6;28;0.009257535;-0.021794097;-0.003211049;-0.005624407;0.006015699;0.000309489
2013;7;1;0.001914473;-0.018585905;0.001543724;-0.010442283;0.017904421;0.000310223
2013;7;2;-0.036033981;-0.011872925;-0.013165904;-0.002749044;0.01560415;0.000309489
2013;7;3;-0.003274606;0.002063213;0.000420858;0.01153223;0.005178405;0.00031059
2013;7;4;0.008361716;-0.001592815;-0.002327957;-0.004425026;-0.012036644;0.000311324
2013;7;5;-0.011574539;0.003140032;0.002791404;-0.001266144;-0.009004444;0.000312058
2013;7;8;-0.002490028;0.006599432;0.006027621;0.00424956;-0.002334466;0.000312425
2013;7;10;0.0072957;-0.006572177;0.00480998;-0.007054666;0.003895933;0.000314626
2013;7;11;0.021467149;0.009366293;0.01142321;0.001551848;-0.001817891;0.000314259
2013;7;12;-0.012860591;-0.008885397;-0.015379665;-0.003782036;0.031939026;0.000314259
2013;7;15;0.015295356;0.001235833;0.019135792;-0.000149263;-0.021267733;0.000314259
2013;7;16;0.003142992;0.004147273;-0.003719331;0.005703543;0.001205332;0.000314626
2013;7;17;0.005836315;0.000502949;0.00703802;-0.003692461;-0.003252655;0.000314626
2013;7;18;-7.8452E-05;-0.002974238;0.01131143;-0.002456994;-0.007158806;0.000314992
2013;7;19;-0.007091284;0.010948071;0.010948998;0.005878804;9.68322E-05;0.000314626
2013;7;22;0.019992949;-0.006097782;0.008085066;-0.007063763;-0.005701052;0.000314626
2013;7;23;0.005313753;0.00304664;0.002937772;0.003234952;-0.002674311;0.000314992
2013;7;24;-0.007363953;0.000585582;-0.006534198;0.002352653;0.008215435;0.000314626
2013;7;25;0.008013575;0.005754111;0.008314894;0.001033065;-0.009345841;0.000314626
2013;7;26;0.002045812;-0.010555692;0.00272693;-0.01350389;0.000565607;0.000315359
2013;7;29;-0.004512489;5.93078E-05;-0.005520564;0.002720563;0.004804586;0.000315726
2013;7;30;-0.005378636;0.001888106;-0.015491867;0.003400773;0.010369036;0.000314992
2013;7;31;0.001793467;-0.007210075;-0.00207628;-0.002112466;0.007246443;0.000315359
2013;8;1;0.017861158;-0.003053479;0.012460167;-0.002386152;0.00264185;0.000315359
2013;8;2;-0.008158637;0.004308349;-0.010741981;0.007803781;0.0130653;0.000316092
2013;8;5;-0.004928369;-0.004007277;-0.003061587;-0.001823252;-0.000707051;0.000317925
2013;8;6;-0.017784478;0.007315762;-0.014994718;0.009168687;-0.001318598;0.000318291
2013;8;7;-0.000352073;-0.000507072;-0.000423515;0.005933801;0.000279102;0.000319024
2013;8;8;0.019640509;0.000973508;0.019659527;-0.007996283;-0.008160915;0.000319756
2013;8;9;0.009645534;0.002992469;0.007460598;-0.000176282;2.11857E-05;0.000319756
2013;8;12;0.002222161;0.00142739;0.00865285;-0.00222934;-0.010958343;0.000321587
2013;8;13;0.006804893;-0.006453225;-0.000609127;-0.0065373;-0.00470365;0.000323051
2013;8;14;-0.00023422;0.015887523;0.009869752;0.010892527;-0.012910796;0.000323783
2013;8;15;-7.98194E-05;-0.000952718;0.011963673;-0.00890065;-0.000493222;0.000324514
2013;8;16;0.005185989;-0.008238375;0.01345328;-0.005990558;-0.001840759;0.000326708
2013;8;19;-0.003434534;0.001223271;0.01223803;0.006636741;-0.01056993;0.00032817
2013;8;20;-0.020501925;0.006682641;0.006140404;0.005646554;-0.012526061;0.000326708
2013;8;21;-0.004182354;-0.009440846;0.004790104;-0.013768214;-0.009427324;0.00032817
2013;8;22;0.013215431;-0.013326093;0.004085885;-0.014574715;-0.003035897;0.000329632
2013;8;23;0.009969562;0.013809627;-0.002008115;-0.001569036;0.008166353;0.000329632
2013;8;26;-0.012290125;-0.001587063;-0.010192484;0.001266721;0.003980104;0.000330362
2013;8;27;-0.019170515;0.000176689;-0.005403511;0.002045007;0.011749418;0.000331093
2013;8;28;-0.004380747;0.001224961;0.008244317;-0.001975072;0.004590227;0.000331823
2013;8;29;0.006690839;-0.002424421;-0.012123805;-0.010142266;0.010443185;0.000332188
2013;8;30;0.007720668;0.011542455;-0.002541934;0.014233931;0.021464106;0.000332553
2013;9;2;0.014094409;-0.003693165;0.013725903;-0.006853713;-0.026188523;0.000332918
2013;9;3;-0.012378137;0.019997356;0.00888418;0.020971149;-0.017599907;0.000333648
2013;9;4;0.003814603;0.003784952;0.008376286;0.013841115;-0.001719451;0.000334378
2013;9;5;0.012359341;-0.01304778;0.001705877;-0.008864067;-0.002581391;0.000334378
2013;9;6;0.009068456;-0.00379731;-0.002566761;-0.0070577;-0.016863724;0.000335108
2013;9;9;0.01966493;-0.008504988;-0.00573082;-0.01417022;0.007411737;0.000335838
2013;9;10;0.006550377;-0.009170316;-0.005882036;-0.005985477;0.018557612;0.000336202
2013;9;11;-0.002201285;0.004309557;-0.001780309;0.004595889;0.00890852;0.000337296
2013;9;12;-0.008567798;0.010140788;-0.001904348;0.004240574;-0.000317036;0.000338025
2013;9;13;0.006802398;0.00227453;0.003275432;-0.000463112;-0.013050146;0.000337661
2013;9;16;0.00389244;-0.000914066;-0.009359617;-0.000835071;0.003249059;0.000339119
2013;9;17;0.003524088;-0.006039345;0.006486855;-0.003569978;-0.00688055;0.000339483
2013;9;18;0.01724959;-0.002304018;0.002207343;-0.009687025;-0.003483633;0.000339483
2013;9;19;-0.000109197;-8.4219E-05;-0.008155236;0.000523788;-0.000267318;0.000339483
2013;9;20;-0.014385404;-0.001393398;-0.00100917;0.00093333;0.005218622;0.000340212
2013;9;23;0.006606183;-0.011500718;-0.000913857;-0.007722697;0.00653363;0.000340941
2013;9;24;-0.002332382;0.002293368;-0.004444525;4.5285E-05;-0.000523157;0.000340941
2013;9;25;-0.000901096;0.003638259;-0.001625438;4.82122E-05;0.003017951;0.000341305
2013;9;26;-0.000371888;0.001881294;-0.00186455;0.000938598;0.003937515;0.00034349
2013;9;27;0.003436033;0.003909187;0.006179173;0.003575072;0.000423061;0.000344946
2013;9;30;-0.017513324;0.002010616;-0.005714593;0.006103407;0.014444346;0.000346401
2013;10;1;0.010513545;-0.007501489;0.004851335;-0.014968406;0.003699943;0.000347129
2013;10;2;-0.001504214;0.001695014;0.002393183;0.002944502;-2.3919E-05;0.000347856
2013;10;3;-0.007127471;-0.002525621;-0.004790202;-0.002423787;0.007435166;0.00034822
2013;10;4;0.004697592;-0.006363896;0.000468271;-0.010468646;0.006690785;0.000349311
2013;10;7;-0.002824245;-0.011344925;-0.012850944;-0.00740197;0.019703612;0.000350401
2013;10;8;-0.006213839;-0.005593745;-0.003228084;-0.007346769;0.00234047;0.000352218
2013;10;9;0.003327653;-0.00194565;-0.002682322;-0.00440934;0.005537882;0.000352944
2013;10;10;0.007824322;0.004842812;0.002688976;0.005824247;-0.001112539;0.000355123
2013;10;11;0.003749781;0.00644987;0.006983435;0.006613008;-0.00359726;0.000355123
2013;10;14;0.011013865;-0.009315399;0.011263629;-0.006824773;-0.01068115;0.000354397
2013;10;15;-4.74485E-05;-0.004855281;-0.000976596;-0.005739881;-0.01652386;0.000355123
2013;10;16;0.001712078;-0.008617162;0.002492452;-0.009444973;-0.018198013;0.000355486
2013;10;17;0.001847106;0.00082441;-0.012051058;0.000168271;0.010409382;0.000355849
2013;10;18;0.002183735;-0.010309768;-0.003986287;-0.012353935;0.005491335;0.000355849
2013;10;21;0.006982177;-0.009831799;0.00137303;-0.008049945;-0.003939212;0.000355849
2013;10;22;0.005339663;-0.002339153;0.003137522;-0.003725183;-0.004821769;0.000355849
2013;10;23;-0.013572732;0.001491355;0.003446205;0.00149496;0.006263571;0.000355849
2013;10;24;-0.002954621;-0.007717474;-0.004385302;-0.000357404;0.013348548;0.000355486
2013;10;25;-0.001305102;0.008269423;-0.011750582;0.004528811;0.013228869;0.000355849
2013;10;28;0.012044973;-0.010172009;0.001521737;-0.006673458;-0.003090558;0.000355123
2013;10;29;-0.001742749;0.007694375;0.007053768;-0.002444682;0.008473284;0.000355849
2013;10;30;0.001560291;-0.003985922;-0.006484855;-0.005870382;0.015875917;0.000355849
2013;10;31;0.00547775;0.006653341;-0.000361274;0.008720458;0.007353256;0.000355849
2013;11;1;-0.004030445;0.001238671;0.004975593;-0.000455117;0.005467789;0.000356937
2013;11;4;0.006246752;8.799E-05;-0.002227847;-0.003748747;-0.00553272;0.000358025
2013;11;5;-0.008906966;-0.002631796;-0.003091459;-0.001838127;0.011774775;0.000357663
2013;11;6;-0.003105323;-0.014796007;-0.011789803;-0.011136156;0.013868308;0.000358025
2013;11;7;-0.00937732;0.006042156;-0.005568696;0.004427456;0.000778798;0.000358751
2013;11;8;-0.009820111;0.001984358;0.000661634;0.000380777;-0.000461337;0.000359476
2013;11;11;0.005752443;-0.009007215;0.004149693;-0.007454576;0.000126912;0.000361289
2013;11;12;-0.011695936;0.007996642;0.005974305;0.008310702;-0.008139227;0.000361651
2013;11;13;0.005566092;-0.00798235;0.008256805;-0.010492165;0.000188636;0.000362376
2013;11;14;0.016144363;0.006544696;0.006892147;0.000925116;-0.014181284;0.0003631
2013;11;18;0.012739426;-0.003143187;0.00740306;-0.008029995;0.001963688;0.000363825
2013;11;19;-0.016910842;-0.00683279;-0.019858677;-0.006911188;0.013943827;0.000364911
2013;11;21;-0.005748433;-0.003367682;-0.003043537;-0.001861506;0.005368136;0.000366721
2013;11;22;-0.002471259;0.011383019;0.001506701;0.004868912;-0.009337351;0.000367083
2013;11;25;-0.00868551;-0.0035283;-0.005741647;-0.003086708;0.00379225;0.000368169
2013;11;26;-0.010989925;-0.000512535;-0.020883566;-0.002691526;0.018152013;0.000368531
2013;11;27;0.007012964;-0.008183865;0.000243462;-0.006321064;0.000942664;0.000369254
2013;11;28;-0.000390451;0.00090978;-0.004573854;0.000593359;0.002237561;0.000370339
2013;11;29;0.009801815;-0.006666001;0.005533827;-0.003943521;-0.003945665;0.000370339
2013;12;2;-0.021546893;-0.004296984;-0.008912756;-0.001906087;0.007050055;0.000370701
2013;12;3;-0.013025449;-0.000251199;-0.002396932;0.005861501;0.011354532;0.000370339
2013;12;4;-0.006001703;0.002828412;0.001819922;0.006345249;-0.013845593;0.000371062
2013;12;5;0.006981245;-0.007494299;0.000316386;-0.008476033;0.001153753;0.000371424
2013;12;6;-0.000480531;0.004988521;0.009691993;0.010590574;-0.00837216;0.000371424
2013;12;9;0.002407211;-0.006106062;0.002562819;-0.002858109;-0.010007179;0.000372147
2013;12;10;-0.004141613;0.003814149;0.002586147;-0.001687986;0.003431983;0.000373231
2013;12;11;-0.015626928;0.005154762;-0.003228018;0.002476775;0.00609082;0.00037287
2013;12;12;-8.01863E-05;-0.001523235;0.003937133;-0.00350216;-0.001254439;0.00037287
2013;12;13;-0.000347606;-0.002283043;0.001936774;-0.000153437;0.004957941;0.000373231
2013;12;16;0.00324262;-0.00455309;0.002209332;-0.004479077;0.00347062;0.000373231
2013;12;17;-0.002760872;0.005988406;0.005521173;0.005019303;-0.003232531;0.000373954
2013;12;18;0.002486796;0.007904211;0.01966203;-0.003289171;-0.00215469;0.000373954
2013;12;19;0.014424788;-0.007721652;0.009579145;-0.006841868;-0.007815829;0.000374315
2013;12;20;-0.003999371;-0.00558538;-0.011061383;0.003306337;0.008899576;0.000375037
2013;12;23;0.001795401;-0.002377886;-0.006397559;-0.003971899;-0.001572918;0.00037576
2013;12;26;-0.001805284;0.006779788;0.00914957;0.012873354;-0.00887059;0.000377204
2013;12;27;0.002137984;0.000618207;-0.001708752;0.005394779;0.00327038;0.000376843
2013;12;30;0.004293793;0.008168213;0.000261542;0.007442104;-0.001709462;0.000377204
2014;1;2;-0.013309211;-0.015124682;-0.019105457;-0.010667119;0.013769334;0.000378287
2014;1;3;-0.000635779;0.038414754;0.038087588;0.029571639;-0.025880326;0.000377926
2014;1;6;-0.000904597;0.011909777;0.013826512;0.010461356;-0.013130761;0.000378287
2014;1;7;-0.009550005;0.001412684;-0.007633684;0.002935178;0.002369435;0.000379008
2014;1;8;0.000462257;-0.002513601;-0.00124783;-0.001653665;-0.002961304;0.00037973
2014;1;9;-0.020463051;0.000157882;-0.00579216;0.004903246;0.000177991;0.000380091
2014;1;10;0.005889384;-0.00678171;-0.001281212;-0.007862628;-0.000636907;0.000381173
2014;1;13;-0.005650806;0.007569063;0.008816767;0.00361118;-0.007170116;0.000383336
2014;1;14;0.004689978;-0.004353863;-0.001455446;-0.007719042;0.004989121;0.000384057
2014;1;15;0.005461463;0.00272624;0.00595479;0.00117473;-0.005743059;0.000383696
2014;1;16;-0.006987663;-0.000246426;-0.001584347;-0.000322478;-0.003346151;0.000389098
2014;1;17;-0.009463181;0.009130029;0.006360178;0.008780379;-0.00578405;0.000388739
2014;1;20;-0.008302527;0.008820202;0.000981792;0.0068195;-0.008563877;0.000389818
2014;1;21;-0.002072111;-0.001716511;-0.007818588;-0.004691549;0.003940363;0.000390178
2014;1;22;0.010695687;0.001980374;0.007417321;-0.00274868;-0.007940447;0.000390178
2014;1;23;-0.016790045;0.011500904;0.00410034;0.009617886;-0.007840134;0.000389818
2014;1;24;-0.010360966;-0.011464271;0.005606549;-0.005855273;0.007815266;0.000389818
2014;1;27;-0.001093883;0.005379498;-0.002762923;0.004598639;0.004068463;0.000390178
2014;1;28;0.001680507;0.003238911;0.000442178;0.004258768;-0.002831728;0.000390538
2014;1;29;-0.006810216;-0.012167919;-0.004623883;-0.007635869;0.009082412;0.000391257
2014;1;30;-0.005049475;-0.000501293;-0.001336666;-0.001849689;-0.004695457;0.000391257
2014;1;31;0.006109693;-0.004165454;0.002335116;-0.002930629;0.003134613;0.000391617
2014;2;3;-0.026133707;-0.00455587;-0.015502021;-0.00138972;0.008720098;0.000391617
2014;2;4;0.014285084;-0.00788713;0.003794912;-0.011065846;0.002203583;0.000392336
2014;2;5;-0.00675902;0.007729449;-0.004742222;0.005436109;-0.007000161;0.000393055
2014;2;6;0.018085336;-0.009695049;0.004660675;-0.013016357;0.010560961;0.000393775
2014;2;7;0.005108747;-0.004694593;-0.000475871;-0.006613513;-0.00211846;0.000393055
2014;2;10;-0.005368687;0.004933855;-0.006376066;0.004444565;-0.005621872;0.000394493
2014;2;11;0.01090925;-0.005998001;0.013142422;-0.003573054;-0.001482379;0.000395212
2014;2;12;-0.003265515;-0.005007701;-0.005866584;-0.00051626;0.005974073;0.000395931
2014;2;13;-0.008367426;-0.001205397;-0.005226609;0.000774221;0.00050394;0.000396649
2014;2;14;0.004672776;-0.001188833;0.000700248;-0.00153521;-0.003883187;0.00039629
2014;2;17;-0.010693596;0.011463135;-0.002486633;0.008037497;-0.007181688;0.000396649
2014;2;18;-0.015421785;-0.008685602;-0.026907675;0.000796322;0.006273495;0.000396649
2014;2;19;0.00792007;-0.008868755;0.008163971;-0.014162164;0.002427745;0.000397368
2014;2;20;0.001433458;-0.001234149;0.008708621;0.003115997;0.000316139;0.000397727
2014;2;21;0.000696011;0.011346444;-0.002387949;0.005588105;-0.006966057;0.000398086
2014;2;24;-3.18247E-05;0.01091191;-0.002629851;0.009820304;-0.006605528;0.000398804
2014;2;25;-0.011303615;0.002279303;-0.012683068;0.000523672;0.001527521;0.000399522
2014;2;26;-0.002444447;-0.005900935;-0.013224176;-0.008841042;0.003916014;0.000399881
2014;2;27;0.016338943;0.001451196;0.014663274;-0.004265251;-0.01017985;0.000398804
2014;2;28;-0.008854518;0.004366443;-0.005660472;0.008693734;0.004815796;0.000398804
2014;3;5;-0.00745884;-0.004304853;-0.016619345;0.003705795;0.007196428;0.000399881
2014;3;6;0.009080865;-0.008372799;-0.002089924;-0.009655407;0.000427708;0.000399881
2014;3;7;-0.014402351;0.001395693;-0.014425014;0.000270348;0.002100544;0.000399881
2014;3;10;-0.013958365;-0.002111601;-0.013416396;-0.00295959;-0.000938507;0.000400599
2014;3;11;0.004661405;-0.011236925;-0.012399427;-0.010442537;0.005424676;0.000400958
2014;3;12;0.001526078;-0.010488177;0.001044328;-0.007719912;0.005835093;0.000401317
2014;3;13;-0.007680913;-0.001668735;0.003080549;0.000352489;0.011507128;0.000401675
2014;3;14;-0.009411285;-0.005324145;-3.59546E-05;-0.003426691;0.00395794;0.000401675
2014;3;17;0.002822859;-0.010137057;-0.014662581;-0.006517599;0.001444781;0.000402752
2014;3;18;0.0191855;-0.000126122;0.007485118;-0.002142847;-0.004138133;0.00040311
2014;3;19;0.00680007;0.003659136;0.016847244;0.001076541;0.00230956;0.000403827
2014;3;20;0.013143526;0.002697776;0.004859142;-0.000668773;0.000157339;0.000403827
2014;3;21;0.002349482;-0.002634404;-0.001814326;0.000923971;0.002058321;0.000403827
2014;3;24;0.009537035;-0.006156693;-0.000532742;-0.008162283;0.005755086;0.000404545
2014;3;25;0.002425224;-0.002339723;0.002912849;-0.00385401;0.007644068;0.000405978
2014;3;26;-0.001665185;-0.010966381;-0.009335723;-0.007992135;0.009613984;0.000404903
2014;3;27;0.026698973;-0.002734102;0.008251095;-0.00813961;-0.004002489;0.00040562
2014;3;28;0.001391028;0.005137094;0.00216064;0.000603832;-0.009553012;0.00040562
2014;3;31;0.010607138;-0.003207386;0.00641029;-0.009991121;-0.004063581;0.00040562
2014;4;1;-0.00199669;0.005717419;-0.001477288;0.006403717;0.00503021;0.000405978
2014;4;2;0.02224192;-0.007089245;0.009127579;-0.012086962;0.003976003;0.000406337
2014;4;3;-0.005040083;0.0045706;0.00142531;0.012016736;0.001375037;0.000407412
2014;4;4;-0.005127868;0.001804152;0.00549199;-0.002083714;-0.003909192;0.000407412
2014;4;7;0.015739171;-0.012917007;0.012155509;-0.01793311;-0.004977588;0.000407412
2014;4;8;-0.009458574;0.017460283;-0.010711154;0.013842549;-0.006197178;0.000407412
2014;4;9;-0.006568872;0.002114406;-0.012866296;0.004214535;-0.006410793;0.000407412
2014;4;10;-3.22715E-05;-0.008316184;-0.013236074;-0.001231165;0.003395692;0.000407412
2014;4;11;0.011641699;-0.007664408;-0.006009202;-0.009866095;0.004934731;0.000407412
2014;4;14;-0.004640391;0.002887911;-0.000433332;0.003533599;0.003069367;0.000407412
2014;4;15;-0.017323324;-0.00023758;-0.016355086;0.003186509;0.00996929;0.000407412
2014;4;16;0.013037868;-0.002191597;0.002465779;-0.00534852;0.00111574;0.000407412
2014;4;17;0.015108492;-0.009539249;0.007874883;-0.008206166;0.006304793;0.00040777
2014;4;22;-0.002896869;-0.001817917;0.000920078;-0.002898673;-0.001431943;0.00040777
2014;4;23;-0.006788418;-0.003552882;0.002843355;-0.002471034;0.0033044;0.000407412
2014;4;24;0.00320822;-0.004029405;3.89065E-05;-0.006201872;-0.006414222;0.00040777
2014;4;25;-0.005890391;-0.010888934;-0.00673954;-0.003811375;0.010934915;0.000407412
2014;4;28;0.000603492;-0.0046312;-0.008058967;0.000818581;0.001626546;0.00040777
2014;4;29;0.003790261;-0.000832789;-0.005855409;-0.012502044;0.006808555;0.00040777
2014;4;30;-0.001311337;0.011498693;-0.000891076;0.012286562;-0.003429149;0.000407412
2014;5;2;0.020186573;-0.007742258;0.019262843;-0.018591706;0.000245349;0.00040777
2014;5;5;0.005278429;0.000500923;-0.001818022;0.002602508;-0.001177918;0.00040777
2014;5;6;0.004776033;-0.004550167;-0.008152006;-0.006143789;0.00349808;0.00040777
2014;5;7;0.004851855;0.008579154;0.001937166;0.009447541;-0.008626289;0.000408128
2014;5;8;-0.010434002;0.002394469;-0.007461029;0.002745999;0.005097053;0.000408486
2014;5;9;-0.007366034;0.006820406;-0.001651414;3.92799E-05;-0.001059886;0.000408128
2014;5;12;0.014393892;-0.00855503;-0.001551104;-0.009868968;0.002906639;0.000408486
2014;5;13;-0.002590483;-0.003732563;-0.003979936;-0.002390306;0.010463659;0.000408486
2014;5;14;0.006811388;-0.005073582;0.006554904;-0.005034197;0.004646451;0.000408486
2014;5;15;-0.009432242;0.004893809;0.000611784;0.006605173;0.003126333;0.000408844
2014;5;16;0.002698272;-0.008986785;-0.004108963;-0.004971352;0.002156833;0.000408844
